symbol,adj growth,wacc,roa,dcf,current price,future price,growth,avg roc,niev,cash,net_margin
VINE,0.0,0.006500000000000001,-6.1,-1789487261.38,1.52,-146.68,-9750.0,0.61,-0.54,7.38,0.0
CAR,-1.19,0.0692,0.01,-164679375000.58,217.28,-2917.38,-1443.0,0.01,0.1,0.21,0.14
ANY,0.34,0.18969999999999998,-0.85,-1013984329.99,0.31,-16.09,-5290.0,-4.84,-0.88,10.44,-4.65
CAR,-1.19,0.0692,0.01,-164679375000.58,217.28,-2917.38,-1443.0,0.01,0.1,0.21,0.14
BRLT,-1.58,0.0059,0.04,13550464561.22,5.13,1413.96,27463.0,0.05,0.03,1.86,0.0
BRLT,-1.58,0.0059,0.04,13550464561.22,5.13,1413.96,27463.0,0.05,0.03,1.86,0.0
AQN,0.38,0.051500000000000004,0.04,-841593956821.65,7.55,-1252.57,-16690.0,0.04,0.05,0.09,0.12
ARMP,0.08,0.0208,-0.7,-2468310833.59,2.25,-91.13,-4150.0,-0.83,-0.38,2.14,-5.18
AGR,0.05,0.0525,0.02,-614566965430.89,42.95,-1587.19,-3795.0000000000005,0.02,0.04,0.44,0.1
UEIC,1.8,0.08130000000000001,0.03,6080277228.51,23.01,464.08,1917.0000000000002,0.05,0.02,0.28,0.01
AEE,0.05,0.0507,0.03,-2818809348325.0,88.04,-10942.33,-12529.0,0.03,0.04,0.0,0.16
AFCG,0.69,0.0091,0.08,2256828428.79,17.44,137.25,687.0,0.08,0.07,1.15,0.61
TR,0.04,0.0384,0.06,2623898705.01,46.06,66.87,45.0,0.07,0.02,1.32,0.11
ATHX,0.38,0.0239,-1.06,-6833886652.21,0.635,-29.05,-4675.0,-1.77,-0.58,1.25,-15.77
ATHX,0.38,0.0239,-1.06,-6833886652.21,0.635,-29.05,-4675.0,-1.77,-0.58,1.25,-15.77
BCE,-0.0,0.0554,0.05,572880333333.33,47.27,630.37,1234.0,0.06,0.07,0.02,0.12
BCE,-0.0,0.0554,0.05,572880333333.33,47.27,630.37,1234.0,0.06,0.07,0.02,0.12
UMH,1.46,0.0907,0.01,17184764430.7,17.55,350.61,1898.0,0.01,0.06,6.33,0.27
ADAG,0.53,0.0704,-0.33,-2806554459.02,1.14,-64.4,-5749.0,-0.4,-1.47,5.85,-7.19
CCAP,0.89,0.0036,0.04,-84606688446.55,14.0,-2550.9,-18321.0,0.04,0.18,0.31,0.89
CCAP,0.89,0.0036,0.04,-84606688446.55,14.0,-2550.9,-18321.0,0.04,0.18,0.31,0.89
VRTS,0.38,0.0633,0.03,49479108412.4,198.29,6520.91,3189.0,0.03,0.14,2.26,0.21
TX,0.82,0.10679999999999999,0.11,117513492658.48,31.55,598.62,1797.0,0.13,0.62,0.4,0.24
VACC,0.58,0.033,-0.54,-2527534384.47,2.345,-72.47,-3190.0,-0.72,-0.62,19.18,-189.79
VEON,-0.99,0.0705,0.02,27843048780.5,0.6,15.92,2553.0,0.04,0.64,0.47,0.09
WRLD,0.34,0.0713,0.05,12827838482.74,72.05,1914.77,2558.0,0.06,0.11,0.21,0.09
VCTR,0.46,0.071,0.09,17567194902.01,29.83,1075.24,3504.9999999999995,0.1,0.14,0.16,0.31
UTMD,-0.02,0.0391,0.14,1070332376.24,88.9,293.17,229.99999999999997,0.14,0.04,16.28,0.3
AFYA,0.32,0.0862,0.06,11490664168.74,15.5,243.97,1474.0,0.07,0.16,0.98,0.13
ALGT,-0.71,0.0691,0.03,12771160867.89,81.9,706.07,762.0,0.04,0.1,0.55,0.09
VRAR,0.02,0.0308,-1.81,-349739134.28,4.72,-28.87,-712.0,-3.55,-0.1,3.83,-0.82
VHI,0.14,0.0668,0.04,22607182731.95,22.44,799.49,3463.0000000000005,0.05,0.2,1.51,0.06
AEP,0.06,0.051699999999999996,0.03,-1726955871204.48,95.12,-3479.03,-3758.0,0.03,0.05,0.03,0.15
AMS,-2.92,0.0637,-0.03,322112529.92,2.945,54.89,1764.0,-0.05,0.01,1.38,0.01
TSQ,-0.29,0.0604,-0.07,4238934720.82,7.24,340.11,4598.0,-0.07,0.14,0.66,0.04
WVE,-0.02,0.0276,-0.58,-6760899636.28,4.2,-114.92,-2836.0,-0.96,-0.49,2.35,-2.98
THS,0.37,0.0435,-0.02,7146554351.54,49.98,128.11,156.0,-0.02,-0.0,0.29,-0.0
AUGX,-0.06,0.0339,-0.95,-1181685776.21,1.14,-31.8,-2889.0,-3.3,-0.42,2.95,-0.81
AUGX,-0.06,0.0339,-0.95,-1181685776.21,1.14,-31.8,-2889.0,-3.3,-0.42,2.95,-0.81
BZH,0.1,0.0458,0.01,-552440719.42,13.72,-17.56,-227.99999999999997,0.01,0.28,1.08,0.06
ARC,0.19,0.0592,0.02,3511879068.03,2.99,81.44,2624.0,0.03,0.07,0.74,0.03
WD,0.13,0.060700000000000004,0.06,80971897895.05,89.21,2465.13,2663.0,0.1,0.09,0.16,0.21
AHI,0.55,0.08789999999999999,-2.22,-412617718.79,0.44,-17.78,-4141.0,-6.11,-2.22,2.94,-83.55
BZH,0.1,0.0458,0.01,-552440719.42,13.72,-17.56,-227.99999999999997,0.01,0.28,1.08,0.06
VIV,-0.04,0.0758,0.06,312137345980.81,7.51,186.05,2377.0,0.07,0.49,0.29,0.14
ANNX,0.62,0.028999999999999998,-0.44,-8957468240.97,5.36,-233.42,-4455.0,-0.48,-0.63,3.44,-inf
BNRG,0.0,0.061200000000000004,-0.9,-783521750.0,1.56,0.0,-100.0,-2.81,0.0,1.99,0.0
BNRG,0.0,0.061200000000000004,-0.9,-783521750.0,1.56,0.0,-100.0,-2.81,0.0,1.99,0.0
AKU,-0.86,0.0509,-0.01,-2766803668.07,1.06,-31.08,-3032.0,-0.01,-0.46,0.29,-0.1
ASR,0.33,0.1553,0.08,46314331617.78,245.98,1543.81,528.0,0.08,0.81,2.32,0.32
ASR,0.33,0.1553,0.08,46314331617.78,245.98,1543.81,528.0,0.08,0.81,2.32,0.32
CATO,-0.88,0.0559,0.02,9530116441.23,10.09,470.36,4562.0,0.03,0.17,0.08,0.05
CATO,-0.88,0.0559,0.02,9530116441.23,10.09,470.36,4562.0,0.03,0.17,0.08,0.05
ARKR,-1.55,0.011000000000000001,0.03,1197436178.53,19.1384,337.16,1662.0,0.04,0.19,0.6,0.1
UVE,-0.25,0.0755,0.03,7727161675.7,11.21,247.92,2112.0,0.09,0.06,0.19,0.02
BABA,0.03,0.041299999999999996,0.08,3686152170137.4,90.06,1359.75,1410.0,0.1,0.25,0.49,0.07
BABA,0.03,0.041299999999999996,0.08,3686152170137.4,90.06,1359.75,1410.0,0.1,0.25,0.49,0.07
TEF,0.86,0.0674,0.03,375705371052.43,3.72,65.9,1672.0,0.04,0.38,0.34,0.2
BCLI,0.18,0.0007000000000000001,-1.56,-76038500350.21,1.66,-2095.99,-126364.00000000001,-0.64,-0.41,2.98,-inf
BCLI,0.18,0.0007000000000000001,-1.56,-76038500350.21,1.66,-2095.99,-126364.00000000001,-0.64,-0.41,2.98,-inf
BXMT,0.35,0.0453,0.02,-1591.82,24.43,-0.0,-100.0,0.02,0.1,3.11,0.76
BXMT,0.35,0.0453,0.02,-1591.82,24.43,-0.0,-100.0,0.02,0.1,3.11,0.76
WE,0.31,0.024700000000000003,-0.15,-211885435829.86,2.9,-267.3,-9317.0,-0.18,-1.93,0.43,-1.73
ANF,-1.71,0.0693,0.02,7722638943.36,24.31,136.7,462.0,0.04,0.19,0.81,0.07
CCOI,1.39,0.04769999999999999,0.03,17394037516.28,57.51,364.86,534.0,0.04,0.02,3.95,0.08
CCOI,1.39,0.04769999999999999,0.03,17394037516.28,57.51,364.86,534.0,0.04,0.02,3.95,0.08
BNOX,0.32,0.011000000000000001,-0.22,-4024755634.06,6.9,-553.21,-8118.000000000001,-0.26,-0.36,10.0,-3.59
BNOX,0.32,0.011000000000000001,-0.22,-4024755634.06,6.9,-553.21,-8118.000000000001,-0.26,-0.36,10.0,-3.59
BAX,-0.02,0.0455,0.06,42207856984.91,53.22,84.3,57.99999999999999,0.07,0.05,0.7,0.1
BAX,-0.02,0.0455,0.06,42207856984.91,53.22,84.3,57.99999999999999,0.07,0.05,0.7,0.1
BH,-0.54,0.1084,0.02,2645451709.27,144.98,1278.84,782.0,0.02,0.08,0.29,0.1
BH,-0.54,0.1084,0.02,2645451709.27,144.98,1278.84,782.0,0.02,0.08,0.29,0.1
ALCO,0.45,0.0555,0.06,-4698713523.65,30.19,-623.51,-2165.0,0.07,0.15,0.04,0.32
XP,0.67,0.081,0.02,-224354217118.5,18.37,-528.95,-2979.0,0.09,0.35,0.04,0.3
BTU,1.19,0.10490000000000001,-0.07,40200969866.5,31.59,314.71,896.0000000000001,-0.08,0.09,1.02,0.11
BTU,1.19,0.10490000000000001,-0.07,40200969866.5,31.59,314.71,896.0000000000001,-0.08,0.09,1.02,0.11
BP,-1.78,0.062400000000000004,-0.0,865677952771.65,35.36,263.51,645.0,0.0,0.07,0.38,0.05
BP,-1.78,0.062400000000000004,-0.0,865677952771.65,35.36,263.51,645.0,0.0,0.07,0.38,0.05
T,-1.46,0.0512,0.02,21865959387217.43,19.02,3062.03,15999.0,0.03,0.15,0.25,0.12
UCL,-3.27,0.0079,-0.4,4206868423.93,3.76,148.2,3840.9999999999995,-0.99,-0.43,0.17,-0.62
USDP,-1.61,0.0668,0.03,2591459718.11,3.35,95.19,2741.0,0.03,0.23,0.13,0.17
CAPL,1.47,0.0817,0.04,7909521334.07,19.88,208.74,950.0,0.04,0.03,0.05,0.01
CAPL,1.47,0.0817,0.04,7909521334.07,19.88,208.74,950.0,0.04,0.03,0.05,0.01
UPC,0.0,0.0304,0.28,-1052262763.16,1.74,-48.38,-2880.0,0.49,0.3,0.72,0.0
BMTX,-0.51,0.012,-0.06,4556462648.86,4.95,373.28,7441.0,-0.13,0.28,1.04,0.18
BMTX,-0.51,0.012,-0.06,4556462648.86,4.95,373.28,7441.0,-0.13,0.28,1.04,0.18
ADES,-1.24,0.0919,0.15,422962851.89,2.83,22.42,692.0,0.18,1.13,3.48,0.6
ADTH,0.98,0.0108,0.08,436466537.26,1.83,4.86,166.0,0.1,0.16,3.63,0.16
BRDS,-0.17,0.039599999999999996,-0.82,-18171331905.33,0.236,-75.77,-32206.0,-1.29,-3.03,0.96,-0.96
BRDS,-0.17,0.039599999999999996,-0.82,-18171331905.33,0.236,-75.77,-32206.0,-1.29,-3.03,0.96,-0.96
VIVK,0.34,0.0361,-0.07,-437976964.27,2.08,-1.3,-162.0,-0.09,-0.01,0.21,-5.04
UROY,0.0,0.0144,-0.04,-9638172333.33,2.74,-104.58,-3917.0,-0.05,-0.02,9.02,0.0
ARCO,-0.67,0.0695,0.0,5561597042.96,7.58,42.62,462.0,0.0,0.03,0.45,0.02
XRX,-0.33,0.0562,0.02,86432720862.71,16.67,484.18,2804.0,0.03,-0.15,0.65,-0.06
TNK,-0.99,0.025099999999999997,-0.03,-11168777274.9,35.02,-382.98,-1194.0,-0.03,-0.2,0.32,-0.45
BGI,-0.46,0.071,-0.06,524404235.76,5.15,49.42,860.0,-0.16,0.01,0.02,0.01
BGI,-0.46,0.071,-0.06,524404235.76,5.15,49.42,860.0,-0.16,0.01,0.02,0.01
AMWL,0.45,0.0159,-0.14,-18939696167.76,3.83,-83.26,-2274.0,-0.17,-0.18,5.27,-0.7
BLDR,1.12,0.1367,0.09,136448173457.73,63.11,712.52,1029.0,0.12,0.14,0.02,0.09
BLDR,1.12,0.1367,0.09,136448173457.73,63.11,712.52,1029.0,0.12,0.14,0.02,0.09
UHT,0.99,0.0621,0.08,9922693719.64,53.77,719.85,1239.0,0.08,0.15,1.99,1.27
ABG,0.35,0.06509999999999999,0.07,70902982720.5,183.32,3064.66,1572.0,0.1,0.13,0.11,0.05
TSM,0.13,0.0876,0.17,6292118689013.61,81.5,1213.27,1389.0,0.22,1.4,1.4,0.37
TIMB,0.12,0.0926,0.07,94592376834.79,12.61,195.41,1450.0,0.09,0.48,0.49,0.16
ALEC,0.23,0.0789,-0.21,10184081892.23,9.1,125.3,1277.0,-0.25,-0.05,2.36,-0.18
AAL,-1.53,0.0463,-0.03,-60901320749.58,13.97,-94.05,-773.0,-0.04,-0.22,0.01,-0.07
BV,-1.78,0.0582,0.0,9270731678.29,6.77,88.12,1202.0,0.0,0.07,0.25,0.02
BV,-1.78,0.0582,0.0,9270731678.29,6.77,88.12,1202.0,0.0,0.07,0.25,0.02
AN,0.58,0.0755,0.07,61566077318.63,121.05,939.39,676.0,0.12,0.17,0.02,0.05
AUDC,1.2,0.0599,0.07,9363970780.86,19.53,289.86,1384.0,0.09,0.05,0.83,0.14
AUDC,1.2,0.0599,0.07,9363970780.86,19.53,289.86,1384.0,0.09,0.05,0.83,0.14
ACCO,0.05,0.0665,0.03,6603858597.58,5.6,68.98,1132.0,0.04,0.19,0.06,0.05
BLI,0.4,0.0294,-0.18,-5045152313.68,3.15,-74.77,-2474.0,-0.2,-0.34,5.44,-0.84
BLI,0.4,0.0294,-0.18,-5045152313.68,3.15,-74.77,-2474.0,-0.2,-0.34,5.44,-0.84
TKNO,-2.42,0.018600000000000002,-0.01,-3138756862.11,4.94,-112.05,-2368.0,-0.01,-0.07,11.3,-0.27
ALT,0.42,0.0199,-0.43,-9515515410.47,11.28,-239.45,-2223.0,-0.47,-0.22,10.41,-22.01
AMD,1.47,0.1306,0.17,891963295438.62,74.98,738.62,885.0,0.25,0.03,0.6,0.19
BGFV,0.68,0.09820000000000001,0.05,2968344284.57,12.04,133.05,1005.0000000000001,0.08,0.38,0.36,0.09
BGFV,0.68,0.09820000000000001,0.05,2968344284.57,12.04,133.05,1005.0000000000001,0.08,0.38,0.36,0.09
TPB,0.3,0.0512,0.07,53908017973.81,21.97,2856.33,12901.0,0.08,0.13,3.18,0.12
ABEV,0.03,0.10279999999999999,0.1,249207293161.94,3.1,15.83,411.00000000000006,0.14,0.26,0.43,0.17
TREE,-1.55,0.0704,0.03,4270363749.09,24.98,320.23,1182.0,0.05,0.21,0.92,0.06
VEEE,0.0,0.009399999999999999,0.02,-835073044.15,2.15,-119.3,-5649.0,-0.06,-0.07,3.24,0.0
CB,0.3,0.052000000000000005,0.03,5725135303225.51,219.16,13291.36,5965.0,0.06,0.09,0.02,0.21
CB,0.3,0.052000000000000005,0.03,5725135303225.51,219.16,13291.36,5965.0,0.06,0.09,0.02,0.21
CASH,0.29,0.0736,0.02,17392495155.77,43.8,569.34,1200.0,0.1,0.11,0.06,0.28
CASH,0.29,0.0736,0.02,17392495155.77,43.8,569.34,1200.0,0.1,0.11,0.06,0.28
WLK,0.96,0.0839,0.06,134383067512.1,108.64,1051.33,868.0,0.07,0.15,0.81,0.17
BTB,0.0,0.12240000000000001,0.27,-194517778.33,0.358,-3.93,-1198.0,1.61,-0.46,24.8,0.0
TUYA,0.53,0.1182,-0.21,-3035464061.38,1.23,-5.42,-541.0,-0.28,-0.25,8.84,-0.58
BTB,0.0,0.12240000000000001,0.27,-194517778.33,0.358,-3.93,-1198.0,1.61,-0.46,24.8,0.0
TXRH,1.37,0.0842,0.08,64187771522.43,98.23,921.64,838.0000000000001,0.1,0.04,0.56,0.07
CABO,0.17,0.065,0.06,16873575835.9,735.66,2791.11,279.0,0.06,0.07,1.44,0.18
WLKP,0.13,0.08259999999999999,0.05,9631051325.31,23.15,273.5,1081.0,0.05,0.1,0.16,0.07
CABO,0.17,0.065,0.06,16873575835.9,735.66,2791.11,279.0,0.06,0.07,1.44,0.18
WHLM,-1.89,0.0687,-0.04,293303709.55,3.9,56.87,1358.0,-0.06,0.22,0.8,0.08
BDN,1.39,0.0632,0.03,16444424569.79,6.74,96.1,1326.0,0.03,0.01,0.13,0.03
BDN,1.39,0.0632,0.03,16444424569.79,6.74,96.1,1326.0,0.03,0.01,0.13,0.03
VBFC,0.41,0.0699,0.01,1560216219.56,55.7,1058.87,1801.0000000000002,0.08,0.15,0.14,0.32
BUD,0.58,0.0653,0.02,514624898655.74,60.35,296.25,391.0,0.03,0.04,0.35,0.09
BUD,0.58,0.0653,0.02,514624898655.74,60.35,296.25,391.0,0.03,0.04,0.35,0.09
WNW,0.0,0.032400000000000005,-0.29,-560957501.54,1.35,-22.44,-1762.0,-20.95,-0.03,7.0,0.0
AZYO,0.22,0.024399999999999998,-0.29,-1387229899.07,4.0,-150.05,-3851.0,-0.44,-0.46,1.17,-0.52
AZYO,0.22,0.024399999999999998,-0.29,-1387229899.07,4.0,-150.05,-3851.0,-0.44,-0.46,1.17,-0.52
BKH,-0.01,0.054900000000000004,0.03,-165324422022.24,71.05,-2590.47,-3746.0,0.03,0.05,0.01,0.12
BKH,-0.01,0.054900000000000004,0.03,-165324422022.24,71.05,-2590.47,-3746.0,0.03,0.05,0.01,0.12
TROX,0.89,0.081,0.04,21413062311.08,14.68,139.17,848.0,0.05,0.13,0.28,0.08
CAG,0.1,0.049,0.04,16465804254.29,38.12,34.33,-10.0,0.05,0.05,0.02,0.08
CAG,0.1,0.049,0.04,16465804254.29,38.12,34.33,-10.0,0.05,0.05,0.02,0.08
BCO,0.73,0.063,0.0,21346773181.91,59.29,434.28,632.0,0.01,0.04,0.5,0.03
BCO,0.73,0.063,0.0,21346773181.91,59.29,434.28,632.0,0.01,0.04,0.5,0.03
BMY,-1.27,0.051100000000000007,0.04,14468177453772.31,81.13,6518.25,7934.0,0.06,0.04,0.64,0.15
BMY,-1.27,0.051100000000000007,0.04,14468177453772.31,81.13,6518.25,7934.0,0.06,0.04,0.64,0.15
ALX,0.6,0.051399999999999994,0.05,88869414179.93,240.32,17400.5,7141.0,0.05,0.11,9.86,0.64
CDE,0.61,0.0955,-0.07,-5785770871.54,3.48,-22.52,-747.0,-0.08,-0.04,0.24,-0.04
CDE,0.61,0.0955,-0.07,-5785770871.54,3.48,-22.52,-747.0,-0.08,-0.04,0.24,-0.04
SYNH,1.14,0.0849,0.02,29613709911.12,34.92,285.59,718.0,0.02,0.06,0.06,0.05
VNO,0.74,0.0584,0.05,87312456478.41,24.34,455.51,1771.0,0.05,0.04,2.77,0.1
UBP,0.16,0.0793,0.04,2266676968.66,18.95,223.06,1077.0,0.04,0.06,0.47,0.35
ACU,0.3,0.053899999999999997,0.06,-379538569.79,23.77,-106.62,-549.0,0.07,0.16,0.24,0.07
ACET,0.67,0.0366,-0.26,-4428873754.48,19.26,-113.15,-687.0,-0.36,-0.08,17.01,-6.37
TMC,0.61,0.0755,-1.48,-3575233253.02,0.8413,-15.87,-1986.0,-1.71,-0.75,3.19,-inf
ZUMZ,0.26,0.0698,0.09,6054349553.27,23.2,264.16,1039.0,0.12,0.22,0.64,0.1
BDX,0.91,0.0533,0.02,1141944535742.69,252.38,4006.22,1487.0,0.02,0.03,0.34,0.1
BDX,0.91,0.0533,0.02,1141944535742.69,252.38,4006.22,1487.0,0.02,0.03,0.34,0.1
AES,-2.57,0.0652,0.01,-43573083129.9,28.67,-65.35,-328.0,0.01,-0.02,0.2,-0.04
BHIL,0.63,0.0174,,-19035746004.87,2.82,-106.91,-3890.9999999999995,,-0.25,1.1,-0.86
BHIL,0.63,0.0174,,-19035746004.87,2.82,-106.91,-3890.9999999999995,,-0.25,1.1,-0.86
BTI,0.03,0.0553,0.04,1751709268801.46,42.31,763.38,1704.0,0.05,0.07,0.19,0.26
BTI,0.03,0.0553,0.04,1751709268801.46,42.31,763.38,1704.0,0.05,0.07,0.19,0.26
ADT,-0.06,0.0827,-0.03,11588016349.22,9.75,14.92,53.0,-0.03,-0.04,0.01,-0.06
BBCP,-0.57,0.0171,-0.02,1033448690.35,7.12,18.26,156.0,-0.01,-0.04,0.19,-0.05
BBCP,-0.57,0.0171,-0.02,1033448690.35,7.12,18.26,156.0,-0.01,-0.04,0.19,-0.05
AATC,0.69,0.0739,0.16,48249903.26,5.0,8.98,80.0,0.18,0.09,9.15,0.17
VMAR,-1.65,0.1655,-0.25,-85237010.02,5.07,-10.24,-302.0,-0.76,-0.36,6.73,-4.3
BCOW,0.0,0.0418,0.0,-328338416.27,10.0201,-51.53,-614.0,0.0,0.0,0.17,0.0
BCOW,0.0,0.0418,0.0,-328338416.27,10.0201,-51.53,-614.0,0.0,0.0,0.17,0.0
CCK,-0.37,0.062400000000000004,0.01,-4411491646.9,84.09,-34.5,-141.0,0.02,-0.05,0.13,-0.05
CCK,-0.37,0.062400000000000004,0.01,-4411491646.9,84.09,-34.5,-141.0,0.02,-0.05,0.13,-0.05
ALLY,0.4,0.08349999999999999,0.01,-191090653728.51,26.12,-551.58,-2212.0,0.04,0.34,0.04,0.35
THRX,0.65,0.0225,-2.18,-2792169355.86,6.52,-72.14,-1206.0,-3.56,-0.11,66.48,-inf
WILC,0.21,0.0728,0.08,1787212370.13,16.9799,128.88,659.0,0.08,0.19,3.9,0.1
BIRD,0.51,0.0949,-0.1,-2058627165.08,2.86,-81.81,-2960.0,-0.13,-0.11,3.56,-0.16
BIRD,0.51,0.0949,-0.1,-2058627165.08,2.86,-81.81,-2960.0,-0.13,-0.11,3.56,-0.16
CBNK,0.31,0.0722,0.01,4447267144.43,24.63,320.68,1202.0,0.11,0.12,0.1,0.24
CBNK,0.31,0.0722,0.01,4447267144.43,24.63,320.68,1202.0,0.11,0.12,0.1,0.24
BRN,0.69,0.0583,-0.2,-68522489.0,3.13,-7.25,-332.0,-0.3,0.21,1.91,0.35
BRN,0.69,0.0583,-0.2,-68522489.0,3.13,-7.25,-332.0,-0.3,0.21,1.91,0.35
BHP,0.47,0.0895,0.15,759520679200.17,63.43,300.07,373.0,0.17,0.19,1.02,0.47
BHP,0.47,0.0895,0.15,759520679200.17,63.43,300.07,373.0,0.17,0.19,1.02,0.47
CAH,-1.65,0.0575,-0.02,338313761455.82,80.88,1200.6,1384.0,-0.04,-0.04,0.15,-0.01
CAH,-1.65,0.0575,-0.02,338313761455.82,80.88,1200.6,1384.0,-0.04,-0.04,0.15,-0.01
TCBX,1.35,0.0023,0.0,599074407.63,19.605,44.87,129.0,0.04,0.04,0.15,0.13
ALE,-0.01,0.0708,0.03,-14589440583.22,65.9,-277.51,-521.0,0.03,0.05,0.08,0.12
ATIF,0.0,0.005699999999999999,-0.13,-971240204.32,1.45,-101.62,-7108.0,-0.06,-0.62,4.22,0.0
ATIF,0.0,0.005699999999999999,-0.13,-971240204.32,1.45,-101.62,-7108.0,-0.06,-0.62,4.22,0.0
AEO,-1.2,0.08289999999999999,0.06,-134545468.22,15.99,-0.8,-105.0,0.08,0.16,0.52,0.08
THO,0.75,0.10490000000000001,0.08,28566172515.1,90.44,513.61,468.0,0.11,0.23,0.18,0.07
VRA,0.08,0.0875,0.03,777378576.8,3.99,23.05,478.0,0.04,0.13,1.13,0.03
VIAV,1.72,0.0706,0.02,17140185490.25,11.15,72.11,547.0,0.03,0.01,1.52,0.01
ALSN,-0.02,0.0668,0.11,24982916488.58,44.82,239.62,434.99999999999994,0.13,0.09,0.28,0.18
WGO,0.79,0.1144,0.11,11227067930.3,60.29,336.7,458.0,0.14,0.19,0.54,0.08
BKSC,-0.0,0.0533,0.01,4887055307.66,16.8351,882.67,5143.0,0.11,0.07,0.23,0.32
BKSC,-0.0,0.0533,0.01,4887055307.66,16.8351,882.67,5143.0,0.11,0.07,0.23,0.32
TTE,-1.09,0.0602,0.03,1678116235294.12,60.61,644.06,963.0000000000001,0.04,0.1,0.22,0.09
VSTO,-0.6,0.0666,-0.03,16156278809.82,28.38,281.98,894.0,-0.04,0.29,0.06,0.16
AVDX,0.35,0.0123,-0.13,-13439046023.36,8.85,-68.49,-874.0,-0.2,-0.11,0.42,-0.8
AVDX,0.35,0.0123,-0.13,-13439046023.36,8.85,-68.49,-874.0,-0.2,-0.11,0.42,-0.8
TOL,0.09,0.079,0.06,38775072004.69,47.89,322.16,573.0,0.07,0.14,0.8,0.09
X,-1.18,0.1219,0.05,38319869262.87,27.04,141.8,424.0,0.06,0.57,0.65,0.21
TGNA,0.08,0.0554,0.06,81011236547.36,19.94,366.1,1736.0,0.07,0.11,0.15,0.16
TPH,0.18,0.0762,0.08,14026073823.39,18.76,126.2,573.0,0.08,0.23,2.24,0.12
UNVR,1.03,0.1016,0.02,25440797279.28,34.34,148.81,333.0,0.03,0.08,0.15,0.05
ARCH,-1.05,0.07730000000000001,0.06,-1708524769.23,153.74,-111.55,-173.0,0.08,0.14,0.62,0.16
TRHC,0.26,0.056600000000000004,-0.14,1395772668.6,4.38,54.27,1139.0,-0.17,-0.7,0.13,-0.24
AHCO,0.6,0.0708,-0.01,1749010237.93,22.86,13.23,-42.0,-0.01,0.05,0.3,0.06
AGFS,-0.03,0.0931,-0.04,815451722.76,2.94,15.58,430.0,-0.05,-0.04,1.25,-0.03
AIT,1.11,0.0888,0.06,24852877367.56,131.47,646.24,392.0,0.07,0.05,0.37,0.07
BX,0.99,0.1076,0.07,315045253237.21,85.16,461.16,442.0,0.09,0.1,0.24,0.26
CCEL,-0.79,0.07919999999999999,0.04,162587372.08,4.5,19.06,324.0,0.06,0.05,0.39,0.07
CCEL,-0.79,0.07919999999999999,0.04,162587372.08,4.5,19.06,324.0,0.06,0.05,0.39,0.07
BX,0.99,0.1076,0.07,315045253237.21,85.16,461.16,442.0,0.09,0.1,0.24,0.26
WU,0.01,0.0684,0.1,49162454547.75,14.44,122.29,747.0,0.24,0.14,0.24,0.16
AIV,-4.09,0.0072,-0.0,-27094077550.66,8.25,-177.97,-2257.0,-0.0,-0.0,2.59,-0.03
CCLP,0.4,0.08259999999999999,-0.06,-1369159336.13,1.33,-9.75,-833.0,-0.07,-0.27,0.09,-0.16
CCCC,0.53,0.0166,-0.18,-11386334699.37,8.56,-234.16,-2836.0,-0.23,-0.2,1.49,-1.83
CCCC,0.53,0.0166,-0.18,-11386334699.37,8.56,-234.16,-2836.0,-0.23,-0.2,1.49,-1.83
BVH,-1.74,0.0759,0.0,1601779393.87,21.95,92.52,322.0,0.0,0.13,1.15,0.08
CCLP,0.4,0.08259999999999999,-0.06,-1369159336.13,1.33,-9.75,-833.0,-0.07,-0.27,0.09,-0.16
BVH,-1.74,0.0759,0.0,1601779393.87,21.95,92.52,322.0,0.0,0.13,1.15,0.08
AWK,0.23,0.0622,0.03,-45470561142.59,153.74,-250.47,-263.0,0.04,0.05,0.05,0.32
AWK,0.23,0.0622,0.03,-45470561142.59,153.74,-250.47,-263.0,0.04,0.05,0.05,0.32
BRZE,0.47,0.011200000000000002,-0.17,-7293218083.46,26.12,-733.5,-2908.0,-0.32,-0.03,2.99,-0.32
BRZE,0.47,0.011200000000000002,-0.17,-7293218083.46,26.12,-733.5,-2908.0,-0.32,-0.03,2.99,-0.32
BLDE,0.4,0.014199999999999999,-0.27,-3575734854.87,5.0,-50.68,-1114.0,-0.38,0.01,0.2,0.03
BLDE,0.4,0.014199999999999999,-0.27,-3575734854.87,5.0,-50.68,-1114.0,-0.38,0.01,0.2,0.03
ATAX,0.64,0.0449,0.02,1008730014.93,18.6,15.3,-18.0,0.03,0.03,1.11,0.8
ATAX,0.64,0.0449,0.02,1008730014.93,18.6,15.3,-18.0,0.03,0.03,1.11,0.8
BHVN,0.54,0.0127,-1.28,-24870384203.27,16.74,-379.69,-2368.0,-1.79,-0.19,1.81,-inf
BHVN,0.54,0.0127,-1.28,-24870384203.27,16.74,-379.69,-2368.0,-1.79,-0.19,1.81,-inf
ZNTL,0.64,0.0379,-0.44,-10500270054.74,21.89,-231.77,-1159.0,-0.51,-0.16,1.36,-inf
ABC,-1.55,0.0537,0.0,575260271951.39,173.99,2763.91,1489.0,0.01,0.04,0.06,0.01
BWXT,0.07,0.0658,0.13,3199577012.44,62.23,34.7,-44.0,0.16,0.05,0.07,0.14
BWXT,0.07,0.0658,0.13,3199577012.44,62.23,34.7,-44.0,0.16,0.05,0.07,0.14
